Address,air,alarm,chilled,chiller,cmd,co2,comp,compressor,condenser,current,damper,delay,delta,demand,discharge,enable,energy,entering,enthalpy,fan,fault,fire,flow,high,hot,humidity,leaving,lockout,low,manual,max,min,outside,power,pressure,refrig,reset,return,run,sensor,sp,speed,suction,sys,sysRef,temp,trip,unit,valve,vfd,water,zone
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d48-L11~2dMisc~2eL11-AH~2dSCHED~2dENABLE~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d48-L11~2dMisc~2eL11-CZ~2dVAV~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d48-L11~2dMisc~2eL11-PZ~2dVAV~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d48-L11~2dMisc~2eL11~2dMISC-RA1~2dCO2~2eTrend1,+,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,+,,,,,,,,ppm,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d48-L11~2dMisc~2eL11~2dMISC-RA2~2dCO2~2eTrend1,+,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,+,,,,,,,,ppm,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-SA~2dF~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d49-VAV~2d12~2d01~2eVAV~2d12~2d01-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d50-VAV~2d12~2d02~2eVAV~2d12~2d02-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d51-VAV~2d12~2d03~2eVAV~2d12~2d03-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d52-VAV~2d12~2d04~2eVAV~2d12~2d04-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d53-VAV~2d12~2d05~2eVAV~2d12~2d05-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d54-VAV~2d12~2d06~2eVAV~2d12~2d06-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d55-VAV~2d12~2d07~2eVAV~2d12~2d07-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d56-VAV~2d12~2d08~2eVAV~2d12~2d08-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d57-VAV~2d12~2d09~2eVAV~2d12~2d09-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d58-VAV~2d12~2d10~2eVAV~2d12~2d10-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d59-VAV~2d12~2d11~2eVAV~2d12~2d11-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d60-VAV~2d12~2d12~2eVAV~2d12~2d12-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d61-VAV~2d12~2d13~2eVAV~2d12~2d13-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d61-VAV~2d12~2d13~2eVAV~2d12~2d13-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d2~2eFD~2d61-VAV~2d12~2d13~2eVAV~2d12~2d13-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
